Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS016614,COMIDA DE MARMITA,"Rua Giacomo Quirino 76, 76",Itaquera,08255-490,SÃO PAULO,3550308,SP,assmundoencantadodegabrielly@gmail.com,08.839.622/0001-10,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",800,400,-23.5482136,-46.4340361
CS021152,COZINHA NOVA PACATUBA,"Área Rural rua Gilberto nascimento 637 nova Pacatuba, 637",Área Rural de Pacatuba,61814-899,PACATUBA,2309706,CE,betoribeirof@hotmail.com,09.363.481/0001-74,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",150,200,-3.8602167,-38.5595971
CS020672,COZINHA SOCIAL TABATINGA,"Rua Aprígio Alves, 03",Tabatinga,54756-784,CAMARAGIBE,2603454,PE,institutosaojorge@gmail.com,15.045.698/0001-39,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",137,70,-7.9965151,-34.9829859
CS022741,COZINHA SOLIDÁRIA SANTA DULCE DOS POBRES,"Praça Monsenhor Freitas, 188",Centro,59550-000,JOÃO CÂMARA,2405801,RN,ricardo.ehs.varela@gmail.com,,"Sim, está funcionando normalmente",Quinzenalmente,Habilitada,"Pessoas em situação de rua, Assentados da Reforma Agrária, Outros grupos de pessoas em situação de vulnerabilidade social",250,500,-5.5385564,-35.8155232
CS020244,PROJETO AJUDA ME AJUDAR,"Rua Caldas Junior, 872",Bairro Passos D´ Areia,97020-100,SANTA MARIA,4316907,RS,marianocarvalho2204@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Pessoas em situação de rua, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",208,208,-29.6915398,-53.8315483
CS022629,TAREFEIROS DA LUZ,"Rua Jacuípe, 272",Concórdia,31110-720,BELO HORIZONTE,3106200,MG,tarefeirosdaluz2020@gmail.com,44.541.617/0001-90,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes",270,480,-19.9007730,-43.9417110
CS017435,COZINHA POPULAR OITIS,"Rua Pedro José Laroca, 2867",Jardim Santa Marta,14808-300,ARARAQUARA,3503208,SP,coletivobases@gmail.com,,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",92,210,-21.8294440,-48.1400360
CS016856,COZINHA SOLIDÁRIA STEIGLEDER,"Rua das Carreira, S/N",Santos Dumont,93113-010,SÃO LEOPOLDO,4318705,RS,laine92451826@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",830,200,-29.7510467,-51.1353218
CS015551,MÃOS QUE ALIMENTÃO,"Rua Alayde de Souza Costa, 207",Itaquera,08215-490,SÃO PAULO,3550308,SP,associacaomaonoarado@gmail.com,18.824.829/0001-74,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",416,250,-23.5427686,-46.4442885
CS022671,ECO FUTURO,"Rua Hildebrando da Silveira, 729",Jardim São João,08545-000,FERRAZ DE VASCONCELOS,3515707,SP,Deby.rosa.63@gmail.com,21.420.289/0001-78,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",150,150,-23.5341347,-46.3730477
CS022623,COZINHA SOLIDÁRIA SABORES E SABERES DE OXUM ALADÊ,"Avenida Adolpho bloch N°4 ouro preto, Olinda, 04",Ouro Preto,55330-396,OLINDA,2609600,PE,aseyaomintalade@gmail.com,45.685.145/0001-01,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",165,200,-7.9990180,-34.8705760
CS020257,COZINHA SOLIDÁRIA ZILDA BARBOSA,"Rua Eudoro Silveira, 620",São Vicente,88309-625,ITAJAÍ,4208203,SC,social.ccms@gmail.com,08.745.230/0001-91,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",88,220,-26.9110790,-48.6982616
CS022036,COZINHA DA ASSOCIACAO DOS MORADORES DOS LOTEAMENTOS JOAO RAMOS MARANHAO E CROMACIO FIGUEREDOS,"R BENJAMIN AZEVEDO, 26A",Centro,55850-000,VICÊNCIA,2616308,PE,associacaodosmoradores014@gmail.com,20.935.428/0001-33,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",82,200,-7.6590791,-35.3221812
CS020723,COZINHA SOLIDARIA DA CAMCAT,"RUA GARDENIA QUADRA 18 LOTE 31  Sala comercial nº01, 421",Dona iris II,75382-105,TRINDADE,5221403,GO,camcat.trindadego@gmail.com,32.156.122/0001-68,Está funcionando com carga horária reduzida,6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Assentados da Reforma Agrária, Outros grupos de pessoas em situação de vulnerabilidade social",1300,1080,-16.6492540,-49.4950175
CS018088,COZINHA ANCESTRAL AJEUM,"Rua Dalmir da Silva, Lote 8",Sacramento,24735-010,SÃO GONÇALO,3304904,RJ,admomidaye@gmail.com,03.089.571/0001-32,Está funcionando com carga horária reduzida,7 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",420,446,-22.8348984,-42.9622571
CS022454,PROJETANDO CUIDADO ALIMENTANDO O MUNDO,"Avenida Moacir Oliveira, 779",Distrito Industrial da Taiçoca,49152-378,NOSSA SENHORA DO SOCORRO,2804805,SE,institutoidpcontato@gmail.com,41.509.345/0001-52,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",82,230,-10.8521230,-37.0734590
CS020034,TRANSFORMAR CRISTO É VIDA,"Rua Bege, 272",Noal vila /arco_íris,97021-180,SANTA MARIA,4316907,RS,milasiiilva@hotmail.com,,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",330,120,-29.6965562,-53.8329660
CS022025,COZINHA SOLIDARIA CASA DE CULTURA ANTONIA FERREIRA DE SOUZA,"Rua João Alves Fortes, 3",Residencial Forteville,74370-707,GOIÂNIA,5208707,GO,ascafeso@hotmail.com,07.118.381/0001-57,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",60,90,-16.7371543,-49.3715292
CS022806,COZINHA SOLIDÁRIA TRUPE,"Rua Mariana de Almeida, 6",Centro,39330-000,BRASÍLIA DE MINAS,3108602,MG,grupotrupe@grupotrupe.com,03.621.181/0001-61,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",153,550,-16.2093574,-44.4320274
CS022833,FONTE DE VIDA,"Rua Bela Vista, 354",Itacaranha,40714-470,SALVADOR,2927408,BA,soanepassos.serv@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública",32,200,-12.8872102,-38.4775720
CS022878,COZINHA SOLIDÁRIA MOSQUETEIROS,"Rua João da Costa Chaves, 96",Vencato,96300-000,JAGUARÃO,4311007,RS,cozinhasoliodariamosqueteiros@gmail.com,,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único ",102,130,-32.5666104,-53.3880059
CS022894,PRATO CHEIO,"Rua Belo Horizonte, 393",Jardim Acácia,44004-664,FEIRA DE SANTANA,2910800,BA,adm@dispensariosantana.com.br,40.639.247/0001-77,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",2085,835,-12.2739502,-38.9634055
CS020861,DISPENSÁRIO SANTANA,"Rua Augusto Suzart Pimenta, 275",Jardim Acácia,44004-416,FEIRA DE SANTANA,2910800,BA,adm@dispensariosantana.com.br,40.639.247/0001-77,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",2085,835,-12.2699514,-38.9510767
CS022649,COZINHA SOLIDÁRIA NOSSA UTOPIA,"Rua Alfredo Manoel da Costa, 279",Vila Lucas,96300-000,JAGUARÃO,4311007,RS,cozinhasolidarianuestrautopia@gmail.com,,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",300,150,-32.5504992,-53.3619152
CS022884,COZINHA SOLIDÀRIA VÒ MARIA VIEIRA ATIKUM,"ALDEIA OLHODÁGUA DO PADRE, 55",ZONA RURAL,56420-000,CARNAUBEIRA DA PENHA,2603926,PE,barbaramarcolino0611@gmail.com,,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Crianças, Idosos, Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",12,40,-8.2775626,-38.8308064
CS022013,COZINHA SOLIDÁRIA ANCESTRAL AJEUM DE ERÊ,"Travessa São Sebastião travessa São Sebastião, 06,",Guaratiba,23026-380,RIO DE JANEIRO,3304557,RJ,cozinhasolidariaajeumdeere@gmail.com,59.885.185/0001-01,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",87,70,-22.9957582,-43.6438337
